4.438337294958067530e-02,-6.123162507157763751e-02,4.642185400494047709e-03,-1.665083461917755275e-02,5.719199579894683472e-02
3.656713929381427142e-01,-6.159715628142486743e+00,7.813605500660642661e-03,-2.351292788194345174e-02,4.728662673888155865e+01
8.266104851818349974e-01,-3.620069765298562459e+01,9.534478974161635784e-03,-2.676114043716940061e-02,7.405635989226710763e+02
1.849677260604622175e-01,-1.152043232253354699e+00,1.422220094739809829e-03,-2.517777320182155998e-02,3.151973265809653757e+00
2.245866176467404274e-01,-1.290496221368093499e+00,1.079138775057701151e-02,-2.477435483670623398e-02,2.970857824876861564e+00
1.493379227657314345e-01,-9.065059915376543209e-01,3.093190034705436010e-03,-2.262784827163517865e-02,2.387393758006952638e+00
1.062903218568359009e-01,-6.870084802337952379e-01,-5.253693359726350522e-03,-2.031775133965017452e-02,2.114805748888354930e+00
1.070666579064277896e-01,-5.648913299263915722e-01,-3.477404149131026884e-03,-1.886426603668992300e-02,1.748125724800266623e+00
7.909317497438890510e-02,-1.724163791368052145e-01,-5.550657078764277726e-03,-1.721946156567639649e-02,2.992203191033358523e-01
8.095846290123036304e-02,-1.239414649607245428e-01,-7.377436802771589891e-03,-1.793049169956720951e-02,1.663135898441741034e-01
8.625355209801113809e-02,-1.607338102281042624e-01,-7.481565420063666927e-03,-1.743755296017922285e-02,2.328622704859805437e-01
9.240101437131592599e-02,-1.749711018497701331e-01,-7.579483803446670012e-03,-1.832183863946407198e-02,2.536808228051795067e-01
9.330766067993204183e-02,-1.771327906196207280e-01,-7.209289068780443815e-03,-1.798065959939113695e-02,2.555665261725176829e-01
9.364572763143466649e-02,-3.197185996974991617e-01,-7.992086327033609203e-03,-1.374446039089084748e-02,5.501663180842923939e-01
7.213887197790161410e-02,-2.618138094385377146e-01,-7.047687769106478553e-03,-1.121086866056785619e-02,4.412133933327624380e-01
3.666715183253661803e-02,-9.592860208453803106e-02,-4.992900768047275721e-03,-1.033751973195384637e-02,1.787272717880238337e-01
3.991574713132095553e-02,-1.141051830088038038e-01,-5.519607725389459596e-03,-8.650809845449370858e-03,2.085127472159865880e-01
3.974665225846450711e-02,-8.348109389282591664e-02,-4.728810054840164485e-03,-8.084143006353466596e-03,1.644654508523133440e-01
4.440810405287652640e-02,-9.531180793710700150e-02,-6.063161948387931627e-03,-7.222865235094621042e-03,1.790456110706662995e-01
3.962991419359428863e-02,-7.008947296593164011e-02,-6.377747913614015621e-03,-7.674996919761156895e-03,1.434955107094683102e-01
3.763880481560888391e-02,-5.773983481117135608e-02,-7.837959571078596116e-03,-6.945863438517433340e-03,1.228951667367217532e-01
3.455837079340724066e-02,-1.847571465934865625e-02,-8.740530713486752146e-03,-6.648219093923950565e-03,5.577670885623923352e-02
3.248505339668293634e-02,-1.794044805975352711e-03,-9.706160184669427454e-03,-5.954134735386983762e-03,2.433809493511387978e-02
3.848292285318729439e-02,-1.735229604679942514e-02,-1.000951789822147019e-02,-5.829764423714633992e-03,4.483135847122673989e-02
