4.167420259609766475e-02,-5.867939656460112730e-01,3.070139851090444960e+00
1.096426690790684721e-02,-2.002757272346852024e-01,3.122273883004522244e+00
3.656293832572293095e-02,-3.883437039592833040e-01,3.101303720579835943e+00
2.984935221644559322e-02,-3.668712587253212254e-01,3.104570757631109235e+00
3.572657507098810081e-02,-3.661929159575519899e-01,3.104121064508960082e+00
3.957650471480683024e-02,-3.699384456855425163e-01,3.103077949555038462e+00
3.766573948257560811e-02,-3.647520345925920893e-01,3.103458394076758164e+00
3.618873680953851174e-02,-3.667003029672289971e-01,3.103529333891776876e+00
3.801149006687096904e-02,-3.620663043948244564e-01,3.103594187021577522e+00
3.939531067636797140e-02,-3.469931558935471783e-01,3.104141501680545812e+00
3.972022208035166924e-02,-3.497552928430897046e-01,3.104025593138830974e+00
